60000	36.6	3.5	4.90e+03	1.44	0.65	14.89	4.79	0.26
60000	36.6	4.0	4.90e+03	0.54	0.19	7.91	9.64	0.63
60000	36.6	4.5	4.90e+03	0.22	0.06	4.44	15.76	1.11
60000	36.7	3.5	6.17e+03	1.55	0.69	16.96	5.80	0.32
60000	36.7	4.0	6.17e+03	0.57	0.20	8.68	11.04	0.73
60000	36.7	4.5	6.17e+03	0.23	0.06	4.76	17.38	1.25
60000	36.8	3.5	7.77e+03	1.67	0.74	19.28	6.99	0.39
60000	36.8	4.0	7.77e+03	0.61	0.21	9.51	12.59	0.85
60000	36.8	4.5	7.77e+03	0.24	0.07	5.10	19.13	1.39
60000	36.9	3.5	9.78e+03	1.80	0.79	21.84	8.37	0.48
60000	36.9	4.0	9.78e+03	0.64	0.22	10.40	14.30	0.98
60000	36.9	4.5	9.78e+03	0.25	0.07	5.46	20.98	1.55
60000	37.0	3.5	1.23e+04	1.94	0.84	24.70	9.99	0.58
60000	37.0	4.0	1.23e+04	0.68	0.23	11.35	16.18	1.13
60000	37.0	4.5	1.23e+04	0.26	0.07	5.83	22.93	1.72
60000	37.1	3.5	1.55e+04	2.08	0.89	27.80	11.85	0.69
60000	37.1	4.0	1.55e+04	0.72	0.24	12.39	18.26	1.29
60000	37.1	4.5	1.55e+04	0.26	0.07	6.23	25.00	1.90
60000	37.2	3.5	1.95e+04	2.23	0.94	31.18	13.97	0.83
60000	37.2	4.0	1.95e+04	0.77	0.25	13.49	20.52	1.47
60000	37.2	4.5	1.95e+04	0.26	0.07	6.64	27.15	2.09
60000	37.3	3.5	2.46e+04	2.39	1.00	34.95	16.41	0.98
60000	37.3	4.0	2.46e+04	0.81	0.26	14.64	22.94	1.66
60000	37.3	4.5	2.46e+04	0.26	0.07	7.07	29.44	2.29
60000	37.4	3.5	3.09e+04	2.55	1.05	38.96	19.14	1.16
60000	37.4	4.0	3.09e+04	0.85	0.27	15.88	25.59	1.88
60000	37.4	4.5	3.09e+04	0.26	0.07	7.52	31.83	2.50
60000	37.5	3.5	3.89e+04	2.73	1.11	43.40	22.26	1.36
60000	37.5	4.0	3.89e+04	0.88	0.28	17.23	28.48	2.11
60000	37.5	4.5	3.89e+04	0.26	0.07	7.99	34.32	2.71
60000	37.6	3.5	4.90e+04	2.89	1.16	48.10	25.69	1.59
60000	37.6	4.0	4.90e+04	0.90	0.28	18.65	31.57	2.36
60000	37.6	4.5	4.90e+04	0.26	0.07	8.48	36.89	2.94
80000	36.6	3.5	2.58e+03	1.38	0.62	11.95	3.49	0.19
80000	36.6	4.0	2.58e+03	0.55	0.19	6.81	7.61	0.48
80000	36.6	4.5	2.58e+03	0.23	0.06	4.02	13.66	0.95
80000	36.7	3.5	3.24e+03	1.48	0.66	13.68	4.23	0.23
80000	36.7	4.0	3.24e+03	0.58	0.20	7.48	8.70	0.56
80000	36.7	4.5	3.24e+03	0.24	0.07	4.29	15.03	1.06
80000	36.8	3.5	4.08e+03	1.60	0.70	15.65	5.10	0.28
80000	36.8	4.0	4.08e+03	0.60	0.20	8.19	9.92	0.64
80000	36.8	4.5	4.08e+03	0.25	0.07	4.59	16.49	1.18
80000	36.9	3.5	5.14e+03	1.71	0.75	17.80	6.12	0.34
80000	36.9	4.0	5.14e+03	0.63	0.21	8.97	11.27	0.74
80000	36.9	4.5	5.14e+03	0.26	0.07	4.89	18.02	1.30
80000	37.0	3.5	6.47e+03	1.84	0.79	20.22	7.32	0.42
80000	37.0	4.0	6.47e+03	0.67	0.22	9.82	12.80	0.85
80000	37.0	4.5	6.47e+03	0.26	0.07	5.22	19.65	1.44
80000	37.1	3.5	8.15e+03	1.98	0.84	22.90	8.72	0.50
80000	37.1	4.0	8.15e+03	0.70	0.23	10.72	14.45	0.97
80000	37.1	4.5	8.15e+03	0.27	0.07	5.54	21.33	1.58
80000	37.2	3.5	1.03e+04	2.12	0.89	25.83	10.33	0.60
80000	37.2	4.0	1.03e+04	0.74	0.24	11.70	16.29	1.11
80000	37.2	4.5	1.03e+04	0.27	0.07	5.90	23.15	1.73
80000	37.3	3.5	1.29e+04	2.27	0.94	29.06	12.17	0.71
80000	37.3	4.0	1.29e+04	0.78	0.25	12.74	18.28	1.26
80000	37.3	4.5	1.29e+04	0.27	0.07	6.27	25.01	1.89
80000	37.4	3.5	1.63e+04	2.42	1.00	32.58	14.27	0.84
80000	37.4	4.0	1.63e+04	0.82	0.26	13.88	20.48	1.43
80000	37.4	4.5	1.63e+04	0.27	0.07	6.66	27.00	2.06
80000	37.5	3.5	2.05e+04	2.59	1.05	36.49	16.68	1.00
80000	37.5	4.0	2.05e+04	0.85	0.27	15.07	22.83	1.61
80000	37.5	4.5	2.05e+04	0.27	0.07	7.07	29.11	2.24
80000	37.6	3.5	2.58e+04	2.75	1.10	40.66	19.36	1.17
80000	37.6	4.0	2.58e+04	0.87	0.27	16.33	25.35	1.80
80000	37.6	4.5	2.58e+04	0.26	0.07	7.50	31.28	2.42
100000	36.6	3.5	1.56e+03	1.39	0.61	10.34	2.89	0.16
100000	36.6	4.0	1.56e+03	0.57	0.19	6.23	6.56	0.41
100000	36.6	4.5	1.56e+03	0.25	0.07	3.81	12.61	0.87
100000	36.7	3.5	1.97e+03	1.50	0.65	11.90	3.49	0.19
100000	36.7	4.0	1.97e+03	0.60	0.20	6.83	7.47	0.47
100000	36.7	4.5	1.97e+03	0.25	0.07	4.06	13.80	0.97
100000	36.8	3.5	2.47e+03	1.61	0.70	13.64	4.20	0.24
100000	36.8	4.0	2.47e+03	0.62	0.21	7.47	8.50	0.54
100000	36.8	4.5	2.47e+03	0.26	0.07	4.32	15.06	1.07
100000	36.9	3.5	3.11e+03	1.72	0.74	15.58	5.04	0.29
100000	36.9	4.0	3.11e+03	0.65	0.22	8.19	9.66	0.62
100000	36.9	4.5	3.11e+03	0.27	0.07	4.59	16.39	1.18
100000	37.0	3.5	3.92e+03	1.85	0.79	17.78	6.04	0.35
100000	37.0	4.0	3.92e+03	0.68	0.23	8.97	10.95	0.71
100000	37.0	4.5	3.92e+03	0.28	0.07	4.87	17.78	1.29
100000	37.1	3.5	4.94e+03	1.98	0.84	20.17	7.19	0.41
100000	37.1	4.0	4.94e+03	0.71	0.23	9.79	12.36	0.82
100000	37.1	4.5	4.94e+03	0.28	0.07	5.17	19.26	1.41
100000	37.2	3.5	6.21e+03	2.13	0.89	22.86	8.53	0.50
100000	37.2	4.0	6.21e+03	0.75	0.24	10.72	13.97	0.93
100000	37.2	4.5	6.21e+03	0.28	0.07	5.49	20.85	1.54
100000	37.3	3.5	7.82e+03	2.28	0.94	25.82	10.08	0.59
100000	37.3	4.0	7.82e+03	0.78	0.25	11.69	15.71	1.06
100000	37.3	4.5	7.82e+03	0.28	0.07	5.83	22.50	1.68
100000	37.4	3.5	9.85e+03	2.44	0.99	29.05	11.85	0.70
100000	37.4	4.0	9.85e+03	0.82	0.26	12.75	17.64	1.20
100000	37.4	4.5	9.85e+03	0.27	0.07	6.17	24.22	1.82
100000	37.5	3.5	1.24e+04	2.60	1.04	32.60	13.86	0.83
100000	37.5	4.0	1.24e+04	0.86	0.27	13.89	19.72	1.36
100000	37.5	4.5	1.24e+04	0.27	0.07	6.55	26.08	1.98
100000	37.6	3.5	1.56e+04	2.77	1.10	36.46	16.14	0.97
100000	37.6	4.0	1.56e+04	0.88	0.27	15.09	21.96	1.52
100000	37.6	4.5	1.56e+04	0.27	0.07	6.94	27.99	2.13
120000	36.6	3.5	1.07e+03	1.41	0.62	9.77	2.65	0.15
120000	36.6	4.0	1.07e+03	0.59	0.20	6.06	6.15	0.38
120000	36.6	4.5	1.07e+03	0.25	0.07	3.79	12.51	0.85
120000	36.7	3.5	1.35e+03	1.52	0.66	11.26	3.20	0.18
120000	36.7	4.0	1.35e+03	0.61	0.20	6.63	6.97	0.44
120000	36.7	4.5	1.35e+03	0.26	0.07	4.04	13.62	0.94
120000	36.8	3.5	1.70e+03	1.63	0.70	12.91	3.85	0.22
120000	36.8	4.0	1.70e+03	0.64	0.21	7.25	7.91	0.50
120000	36.8	4.5	1.70e+03	0.27	0.07	4.29	14.76	1.03
120000	36.9	3.5	2.14e+03	1.76	0.75	14.78	4.62	0.26
120000	36.9	4.0	2.14e+03	0.67	0.22	7.93	8.98	0.58
120000	36.9	4.5	2.14e+03	0.28	0.07	4.54	15.94	1.13
120000	37.0	3.5	2.70e+03	1.89	0.80	16.87	5.53	0.32
120000	37.0	4.0	2.70e+03	0.70	0.23	8.69	10.18	0.66
120000	37.0	4.5	2.70e+03	0.28	0.07	4.81	17.22	1.24
120000	37.1	3.5	3.39e+03	2.03	0.85	19.16	6.58	0.38
120000	37.1	4.0	3.39e+03	0.73	0.24	9.50	11.52	0.76
120000	37.1	4.5	3.39e+03	0.28	0.07	5.08	18.54	1.35
120000	37.2	3.5	4.27e+03	2.18	0.90	21.72	7.81	0.46
120000	37.2	4.0	4.27e+03	0.77	0.25	10.37	12.99	0.86
120000	37.2	4.5	4.27e+03	0.28	0.07	5.38	19.96	1.47
120000	37.3	3.5	5.38e+03	2.33	0.95	24.54	9.23	0.55
120000	37.3	4.0	5.38e+03	0.81	0.26	11.31	14.62	0.98
120000	37.3	4.5	5.38e+03	0.28	0.07	5.68	21.46	1.59
120000	37.4	3.5	6.77e+03	2.51	1.01	27.71	10.89	0.65
120000	37.4	4.0	6.77e+03	0.84	0.27	12.35	16.43	1.11
120000	37.4	4.5	6.77e+03	0.28	0.07	6.02	23.10	1.73
120000	37.5	3.5	8.52e+03	2.68	1.06	31.13	12.75	0.76
120000	37.5	4.0	8.53e+03	0.87	0.27	13.42	18.35	1.26
120000	37.5	4.5	8.53e+03	0.28	0.07	6.38	24.84	1.88
120000	37.6	3.5	1.07e+04	2.85	1.11	34.86	14.87	0.90
120000	37.6	4.0	1.07e+04	0.90	0.28	14.62	20.49	1.41
120000	37.6	4.5	1.07e+04	0.27	0.07	6.76	26.68	2.03
140000	36.6	3.5	7.15e+02	1.43	0.62	9.71	2.76	0.16
140000	36.6	4.0	7.15e+02	0.60	0.20	6.16	6.57	0.40
140000	36.6	4.5	7.15e+02	0.26	0.07	3.91	13.81	0.90
140000	36.7	3.5	9.00e+02	1.54	0.66	11.18	3.25	0.19
140000	36.7	4.0	9.00e+02	0.62	0.21	6.74	7.29	0.45
140000	36.7	4.5	9.00e+02	0.27	0.07	4.17	14.95	0.98
140000	36.8	3.5	1.13e+03	1.66	0.71	12.82	3.83	0.22
140000	36.8	4.0	1.13e+03	0.65	0.22	7.36	8.10	0.51
140000	36.8	4.5	1.13e+03	0.28	0.07	4.42	16.09	1.07
140000	36.9	3.5	1.43e+03	1.79	0.76	14.66	4.53	0.26
140000	36.9	4.0	1.43e+03	0.68	0.22	8.03	9.02	0.57
140000	36.9	4.5	1.43e+03	0.28	0.07	4.68	17.26	1.16
140000	37.0	3.5	1.80e+03	1.93	0.81	16.74	5.37	0.31
140000	37.0	4.0	1.80e+03	0.72	0.23	8.77	10.06	0.65
140000	37.0	4.5	1.80e+03	0.29	0.07	4.95	18.44	1.26
140000	37.1	3.5	2.26e+03	2.08	0.86	19.02	6.34	0.37
140000	37.1	4.0	2.26e+03	0.75	0.24	9.55	11.24	0.73
140000	37.1	4.5	2.26e+03	0.29	0.07	5.23	19.65	1.36
140000	37.2	3.5	2.85e+03	2.24	0.91	21.58	7.49	0.44
140000	37.2	4.0	2.85e+03	0.79	0.25	10.40	12.56	0.83
140000	37.2	4.5	2.85e+03	0.29	0.07	5.52	20.90	1.47
140000	37.3	3.5	3.58e+03	2.41	0.97	24.41	8.83	0.53
140000	37.3	4.0	3.58e+03	0.84	0.26	11.31	14.05	0.94
140000	37.3	4.5	3.58e+03	0.28	0.07	5.81	22.15	1.58
140000	37.4	3.5	4.51e+03	2.59	1.03	27.55	10.38	0.62
140000	37.4	4.0	4.51e+03	0.87	0.27	12.29	15.69	1.06
140000	37.4	4.5	4.51e+03	0.28	0.07	6.12	23.46	1.70
140000	37.5	3.5	5.68e+03	2.78	1.08	30.98	12.16	0.73
140000	37.5	4.0	5.68e+03	0.90	0.28	13.35	17.53	1.20
140000	37.5	4.5	5.68e+03	0.28	0.07	6.44	24.85	1.83
140000	37.6	3.5	7.15e+03	2.97	1.14	34.75	14.20	0.86
140000	37.6	4.0	7.15e+03	0.93	0.29	14.50	19.55	1.35
140000	37.6	4.5	7.15e+03	0.28	0.07	6.77	26.29	1.97
160000	36.6	3.5	4.82e+02	1.44	0.62	10.50	4.32	0.28
160000	36.6	4.0	4.82e+02	0.61	0.20	6.60	8.38	0.51
160000	36.6	4.5	4.82e+02	0.27	0.07	4.19	16.38	1.00
160000	36.7	3.5	6.06e+02	1.56	0.67	12.13	5.04	0.33
160000	36.7	4.0	6.06e+02	0.64	0.21	7.26	9.35	0.57
160000	36.7	4.5	6.07e+02	0.28	0.07	4.49	17.87	1.10
160000	36.8	3.5	7.63e+02	1.68	0.71	14.01	5.90	0.38
160000	36.8	4.0	7.64e+02	0.66	0.22	7.97	10.43	0.64
160000	36.8	4.5	7.64e+02	0.28	0.07	4.78	19.35	1.19
160000	36.9	3.5	9.61e+02	1.81	0.76	16.07	6.89	0.44
